freq,h
49.99999999999999,-5.845247737274647
52.41537118973683,-4.0711023820958445
54.94742273915786,-3.3283693046049336
57.60179117584692,-2.24782882422447
60.384385313514485,-0.9251802310880208
63.30139940543908,-0.042132745789928094
66.35932693331752,0.6960971679607404
69.56497506221879,1.779538391646664
72.92547979381965,3.014561394938088
76.44832185165421,3.9145056369766635
80.14134333373848,4.773900629422048
84.01276516964089,5.3989369146189965
88.07120542085842,6.18168696212993
92.32569846523711,7.221200986773436
96.7857151081424,7.932883941208804
101.4611836651481,8.513341186014422
106.36251206317597,8.963817840121095
111.50061100928468,9.773794314382112
116.88691827868223,10.358488030989445
122.53342417603125,10.719011331381889
128.45269822672296,11.442373075234283
134.65791715753878,11.65069893307139
141.1628942289845,12.223889125013265
147.98210998459572,12.479307358135078
155.13074448566087,13.003813464911946
162.62471110312265,13.310014745223853
170.48069194187772,13.789392264415435
178.7161749763341,14.05214585994662
187.3494929798901,14.489695359233561
196.39986433499882,14.809838011370966
205.88743581465832,14.817999635550057
215.83332743056857,15.198485739149216
226.25967944778515,15.26838885868188
237.18970167053072,15.711964627049808
248.6477251088761,15.846257820878881
260.65925614130794,15.964853392123795
273.2510332937468,16.166002488632945
286.45108676141746,15.86434221898705
300.288800806064,16.52527166768801
314.794979167416,16.391515417709634
330.00191363451154,16.537812088565705
345.94345592952817,16.476384149448847
362.65509306413156,16.598345268701017
380.1740263361001,16.708857712960807
398.53925414206935,16.710727311875193
417.7916587907488,16.897373507363785
437.97409750985935,16.683299510200584
459.13149784938577,16.850187591275347
481.3109576935081,16.910182040483402
504.5618501038588,16.86370358297049
528.935933227482,16.90648280065925
554.4874655141664,16.745968866873334
581.273326499629,16.773207413747457
609.3531434234233,16.7933126162834
638.7894239634334,17.00203359369888
669.6476953824304,16.911540248402932
701.9966503964379,16.717616185709677
735.9083000896239,16.81138388327952
771.4581342161182,16.900406057925466
808.7252892455936,16.789944707955172
847.7927245267011,16.77359683985035
888.7474069605065,16.949713415629724
931.6805045950207,16.928445576405476
976.687589571786,16.905980950006622
1023.8688508762908,17.078626573179815
1073.3293173658026,16.959238632490592
1125.1790915711074,17.13506157457033
1179.5335947926092,17.119320116001916
1236.5138240363844,17.206719741049834
1296.24662136216,17.301604338338304
1358.8649562427984,17.406268601376745
1424.5082215638365,17.52332758799885
1493.3225439220068,17.655731271618695
1565.4611089134808,17.806759147095594
1641.084502135942,17.979982639324245
1720.3610666635968,18.08152247099757
1803.4672777908818,18.11520450648036
1890.588135879067,18.47527525435321
1981.9175781802776,18.57883463134595
2077.6589105556695,18.81842457888603
2178.0252600487925,19.194124613166995
2283.24004932161,19.41030378770963
2393.537494009306,19.75346194003584
2509.1631241010045,20.114522910031578
2630.3743305070793,20.378396309576704
2757.44093802968,20.618567203441728
2890.6458060120353,20.901763525366235
3030.2854580035355,20.99610474276502
3176.670741842342,21.05737161932103
3330.1275216248596,20.949898020336196
3490.99740310251,20.643353234118067
3659.6384941205065,20.122160664750396
3836.426201791516,19.48965187910876
4021.7540681786895,18.678920161871755
4216.034646348407,17.84242439789579
4419.70041874285,17.05183745965732
4633.204759916839,16.285247799330378
4857.022945781931,15.607000632841405
5091.653211604577,15.251974948426131
5337.617861113389,14.93543861138288
5595.464429184553,14.92984414289749
5865.766900693544,14.903036663255486
6149.126988246484,15.005212693300525
6446.1754716353635,15.195358208323626
6757.573601998887,15.245598055401572
7084.014573814769,15.326250567919228
7426.225068000135,15.318683329215158
7784.966869555112,15.202214611939407
8161.038563350692,14.953721681761056
8555.277311835669,14.54585636448529
8968.560718620007,14.043380993685528
9401.808782083208,13.308931700781525
9855.985943356383,12.196893123280233
10332.103233237076,10.844650383667641
10831.220522816002,9.084581251601533
11354.448882825942,6.929837387793896
11902.953056964285,4.0830438814705765
12477.95405469591,0.6162467254476383
13080.73186930738,-3.7170845051777057
13712.628327263295,-9.096749801546125
14375.050075208139,-15.642241392858367
15069.471711261775,-23.615812837059472
15797.439067580486,-33.431846568618454
16560.57265148962,-45.375198229058654
17360.571252848647,-59.90782809317413
18199.21572567876,-77.58764507277574
19078.372952470916,-98.99077762764617
20000.000000000004,-124.93095205995087
